717e05f	ebc92	Sun May 7 22:36:28 2017	Creating name from config environmentname.
8b55db4	ebc92	Sun May 7 22:30:43 2017	Read destination from config.
bd5b657	Gholie	Sun May 7 22:01:03 2017	Last commit of the day
2969824	Gholie	Sun May 7 22:00:09 2017	Reverted targeting
b488e8f	Gholie	Sun May 7 21:55:28 2017	Targeted exchange migration to file share for test purpose
c10119e	Gholie	Sun May 7 21:44:21 2017	Added  to Exchange init script
bb59c4c	Gholie	Sun May 7 21:43:15 2017	Added prompts for all required credentials on master script
ebd670e	Gholie	Sun May 7 21:07:44 2017	Made use of configuration.ini to load all required parameters
c86e0a3	ebc92	Sun May 7 20:14:34 2017	Removed vpn block in config file.
4108b70	ebc92	Sun May 7 19:55:49 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
c6b881e	ebc92	Sun May 7 19:55:32 2017	Fixed error action
244f4e6	Gholie	Sun May 7 19:46:57 2017	Fixed module data file (.psd1)
4d0f8ca	Gholie	Sun May 7 19:40:08 2017	Changed the module variables to global scope
463be66	ebc92	Sun May 7 19:38:22 2017	assigned name to ipconfig
e7ba565	ebc92	Sun May 7 19:31:30 2017	Removed stuff that shouldve been gitignored..
9f643db	ebc92	Sun May 7 19:30:57 2017	Building vmname from config file.
e0b8e6c	ebc92	Sun May 7 19:30:32 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
9a89ea2	Gholie	Sun May 7 19:13:59 2017	Moved exchange script into a module
e7f20a0	Gholie	Sun May 7 17:35:06 2017	Added functionality to move all data to new installation
0613d79	Gholie	Sun May 7 16:51:03 2017	Added functionality to see if LCM is actually done configuring
9355d7e	ebc92	Sun May 7 14:48:48 2017	Added list of required creds.
1da71cd	Gholie	Sun May 7 14:15:21 2017	Finally fixed importing of Exchange Management Shell remoting
83b2a1f	ebc92	Sun May 7 14:10:13 2017	Removed context check.
25d35e5	ebc92	Sun May 7 13:54:46 2017	bugfix.
85df3f4	ebc92	Sun May 7 13:34:10 2017	or bugfixing?
e6ea6c1	ebc92	Sun May 7 13:25:50 2017	Optimization
6b8a93a	ebc92	Sun May 7 13:02:14 2017	moved rg creation to catch.
8a8e6ce	ebc92	Sun May 7 12:46:20 2017	Kaffe.
6754bfe	ebc92	Sun May 7 12:40:28 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
ebfb90a	ebc92	Sun May 7 12:37:19 2017	Assigned vm ip on managmement (public) network.
2092414	Gholie	Sat May 6 17:03:26 2017	Creation of new app pool to enable PSremoting
e4e076f	Gholie	Sat May 6 14:48:06 2017	Added function to fix EMS remoting problems ( RestrictedLanguge -> FullLanguage )
9fec4ce	Gholie	Sat May 6 13:46:48 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
303d0d3	Gholie	Sat May 6 13:46:36 2017	Initial work on EMS remoting
26a6377	ebc92	Thu May 4 21:14:05 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
1210059	ebc92	Thu May 4 21:13:55 2017	Cleaned up after debugging.
d00aa50	Gholie	Thu May 4 20:19:52 2017	WORKING STATE - GO BACK HERE IF FUCKERY HAPPENS
b78a789	ebc92	Thu May 4 19:40:33 2017	Reina saison
65f4f31	ebc92	Thu May 4 17:37:29 2017	Reading the object type for debugging.
da9b10d	ebc92	Thu May 4 17:35:40 2017	why
c96a6eb	ebc92	Thu May 4 17:22:14 2017	Added additional logging.
10f33b1	ebc92	Thu May 4 17:19:42 2017	Creating nic using ipconfig.
8df74fc	ebc92	Thu May 4 17:06:26 2017	That helped.
1761b1f	ebc92	Thu May 4 16:41:36 2017	Retrieve vnet subnet before creating vm nic.
b26e64b	ebc92	Thu May 4 15:41:54 2017	Debug to local file.
47caf6b	ebc92	Thu May 4 15:20:38 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
8e5f028	ebc92	Thu May 4 15:20:26 2017	reeeeeeeee
7ec3ca1	Gholie	Thu May 4 14:46:19 2017	Moved drive out file
872ceeb	Gholie	Thu May 4 14:43:28 2017	Fixed cert naming convention
8145cdc	Gholie	Thu May 4 14:41:52 2017	Moved mount result back to local scope
f5bc86f	Gholie	Thu May 4 14:38:16 2017	Fixed logic in mount diskimage
c557f33	Gholie	Thu May 4 14:28:32 2017	Added : to end of disk image path for easier setup
b57995b	Gholie	Thu May 4 14:26:04 2017	Fixed an error with checking for dsc resources
30cbf2a	Gholie	Thu May 4 14:06:13 2017	Removed one }
ca3c991	Gholie	Thu May 4 14:04:47 2017	Redid mount diskimage logic
5342bab	Gholie	Thu May 4 13:47:07 2017	More tries on mount diskimage
bcd81a9	Gholie	Thu May 4 13:35:58 2017	Fixed disk mount path to new path
820b6db	Gholie	Thu May 4 13:34:15 2017	Moved mounting of file share to earlier in script to fix some resource access errors
7dd4f28	Gholie	Thu May 4 13:30:02 2017	Fixed spelling error in mounting disk image
9d887e8	Gholie	Thu May 4 13:28:30 2017	More changes to mounting image
e479c7d	Gholie	Thu May 4 13:25:09 2017	Small changes to mounting if disk image
b817b1b	ebc92	Thu May 4 13:22:29 2017	Debugging.
b6484c6	ebc92	Thu May 4 13:14:27 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
cab6692	Gholie	Thu May 4 13:10:35 2017	Added checks to see if DSC modules and UCMA is already installed
b21c162	ebc92	Thu May 4 13:05:52 2017	Debugging.
ead7d19	Gholie	Thu May 4 12:58:32 2017	More work on certificates
b27817f	Gholie	Thu May 4 12:49:55 2017	Added verbose check on UCMA package
47d484f	Gholie	Thu May 4 12:38:47 2017	Added non listed prerequisite for Exchange 2016
669eab5	Gholie	Thu May 4 12:25:48 2017	Added missing string to certificate check
7b5eeb8	Gholie	Thu May 4 12:21:20 2017	More work on certificates as it is also needed in exchange install
7fd509a	ebc92	Thu May 4 12:03:31 2017	Fixed error that caused script to be called twice.
323aeb8	ebc92	Thu May 4 12:03:03 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
b174122	Gholie	Thu May 4 11:46:31 2017	Changed computername to amstel-mail to avoid certificate issues
90ce35e	ebc92	Thu May 4 11:46:00 2017	Hardcoded variables for testing.
c25d3b0	Gholie	Thu May 4 11:43:18 2017	Changed computername to amstel-mail to avoid certificate issues
a6eea0b	ebc92	Thu May 4 11:42:18 2017	Test preparations.
5913179	ebc92	Thu May 4 11:18:57 2017	Using develop branch instead of master.
8576e12	ebc92	Thu May 4 11:08:49 2017	Added winRM azure resource management.
cf2e6fe	ebc92	Thu May 4 10:50:08 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
34965dd	ebc92	Thu May 4 10:49:56 2017	Implementing azure resource management over winRM.
1346234	Gholie	Thu May 4 10:29:55 2017	Removed deprecated parameter from Install-Prereq run command
d6b47bb	Gholie	Thu May 4 10:28:48 2017	Moved Exchange drive letter to file, so it can be read later
2dc3863	Gholie	Thu May 4 10:17:27 2017	Added some error checks for mounting disk image
549a70c	Gholie	Thu May 4 10:16:44 2017	Added some error checks for mounting disk image
6b461cc	Gholie	Thu May 4 10:15:39 2017	Added some error checks for mounting disk image
5a1868c	Gholie	Thu May 4 10:06:55 2017	Added -Force parameter to start-DSC
5693acb	Gholie	Thu May 4 10:06:05 2017	Added some error checks for mounting disk image
1bada1d	Gholie	Thu May 4 10:02:49 2017	Added some error checks for mounting disk image
7850bdd	Gholie	Thu May 4 09:57:48 2017	Changed how mounting the disk image works
60d77ce	Gholie	Thu May 4 09:29:52 2017	Added exchange path binary output to dsc
6914f86	Gholie	Thu May 4 08:57:59 2017	Changed Exchange path in DSC
ab3d30b	ebc92	Wed May 3 15:59:13 2017	Removed deprecated files.
5cfa3e5	Gholie	Wed May 3 14:23:34 2017	Moved all DSC imported resources to one line
53935af	Gholie	Wed May 3 14:08:53 2017	Fixed log path for transcript
81c88fe	Gholie	Wed May 3 14:04:47 2017	Added Start-Transcript for logging DSC activity
d4772fa	Gholie	Wed May 3 11:10:58 2017	Added join-path to make paths
458f20c	Gholie	Wed May 3 11:03:53 2017	Added some variable output for verification
26cd647	Gholie	Wed May 3 10:16:13 2017	Fixed Cert Export seting
375be1f	Gholie	Wed May 3 09:58:43 2017	Incremental bug fix
c53b39f	Gholie	Wed May 3 09:40:00 2017	Added functionality to move Exchange ISO to local storage
5a281a8	Gholie	Tue May 2 17:17:32 2017	Removed empty log-write message
8b899a6	ebc92	Tue May 2 16:12:52 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
141427b	ebc92	Tue May 2 16:11:48 2017	Scripted the VPN connection.
f143bdc	Gholie	Tue May 2 11:10:31 2017	Removed do while on cert creation
a3ca840	Gholie	Tue May 2 10:57:55 2017	Removed GCI on certificates
89e01fa	Gholie	Tue May 2 10:43:22 2017	Removed export of local cert on non target machine
77170df	Gholie	Tue May 2 10:27:44 2017	Move  Path to forced string
7cf0e96	Gholie	Tue May 2 10:12:49 2017	Removed feature not required on Server 2016
fb8acf6	Gholie	Mon May 1 18:03:36 2017	<-o-> <--- |-o-|
b4eb129	Gholie	Mon May 1 18:01:18 2017	<-o->
d8c1e4c	Gholie	Mon May 1 17:48:11 2017	Moved cer file both locally, and remotely
52b3944	Gholie	Mon May 1 17:35:55 2017	Change some logic in certificate creation
94b55bc	Gholie	Mon May 1 17:34:35 2017	Change some logic in certificate creation
fe9db40	Gholie	Mon May 1 17:31:57 2017	checks for certificate creation
c622e62	Gholie	Mon May 1 17:28:07 2017	Added psdrive for local file saving
392a1ee	Gholie	Mon May 1 17:00:12 2017	Small change to cert export
5fec0b1	Gholie	Mon May 1 16:46:15 2017	Changed to bitstransfer to move exported certificate
a7befa0	Gholie	Mon May 1 16:39:32 2017	Fixed do until loop
246b5bc	Gholie	Mon May 1 16:06:48 2017	Incremental changes to exchange script
f75037e	Gholie	Mon May 1 16:00:39 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
e1fa58a	Gholie	Mon May 1 16:00:26 2017	Incremental changes to exchange script
adbf06c	ebc92	Mon May 1 15:57:07 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
3b7d865	ebc92	Mon May 1 15:56:54 2017	Script now connects the vpn gwy to local gwy. Added portmaps.
a1fb1ae	Gholie	Mon May 1 15:56:29 2017	Incremental changes to exchange script
aa9cdf9	Gholie	Mon May 1 15:45:10 2017	Import pfx Cert to encrypt mof files
186a198	Gholie	Mon May 1 15:34:10 2017	Moved cert creation to remote session
3855001	Gholie	Mon May 1 15:29:12 2017	Changed Cert name back to computername
aa8a417	Gholie	Mon May 1 15:24:28 2017	Fixed cert paths
72506b6	Gholie	Mon May 1 15:16:32 2017	Small change to cert name
1e0fdfa	Gholie	Mon May 1 15:12:44 2017	Added certificate name to script variable
0b51fff	Gholie	Mon May 1 15:09:28 2017	Made one session for script
a809144	ebc92	Mon May 1 15:04:18 2017	Implemented provisioning of virtual network gateway for VPN.
c453a03	Gholie	Mon May 1 15:01:32 2017	List all variables for testing
9ee5da3	Gholie	Mon May 1 14:57:24 2017	Made computername to a string
8b1a62d	Gholie	Mon May 1 14:56:26 2017	Moved variables to init so session can open
35803a0	Gholie	Mon May 1 14:53:26 2017	Moved session to start init, removed at end
7850f74	Gholie	Mon May 1 14:51:44 2017	Moved entire install apart from DSC to remote session
ca9464f	Gholie	Mon May 1 14:21:45 2017	Removed WindowsUPdate DSC resource as it is no longer in use
01637a7	Gholie	Mon May 1 14:18:16 2017	Added -nonewwindow modifier to UCMA install
8f5d03d	Gholie	Mon May 1 13:31:19 2017	Added name of session to verbose output
850f0ef	Gholie	Mon May 1 13:30:21 2017	Added verbosepreference to remote
7b65b9a	Gholie	Mon May 1 13:06:50 2017	Added verbose message to certificate export
7939c75	Gholie	Mon May 1 12:52:22 2017	Added full path of UCMA executable
9b78ffa	Gholie	Mon May 1 12:42:33 2017	Small addition for bugtesting
f55f052	Gholie	Mon May 1 12:38:27 2017	Mounted fileshare to get around credential issues
f973af0	ebc92	Mon May 1 12:37:32 2017	Host subnet now uses /25 netmask to accomodate vpn subnet.
21e93a7	Gholie	Mon May 1 12:17:03 2017	Removed MountExchange function from running
77caa09	ebc92	Mon May 1 12:16:33 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
8141e1d	ebc92	Mon May 1 12:16:24 2017	ScriptExtension now points to valid GitHub URI.
0117bdb	Gholie	Mon May 1 12:14:24 2017	Moved mounting of Exchange to DSC from script
094de0f	Gholie	Mon May 1 11:22:14 2017	Removed deprecated parameters from Mount-Exchange
3c4da09	ebc92	Mon May 1 11:12:12 2017	Implemented vm provisioning in sql deployment script.
eee08fd	Gholie	Mon May 1 10:52:50 2017	Removed some remaining references to test environment
3e6bdec	ebc92	Mon May 1 10:52:09 2017	Fixed conflicts.
bc945db	ebc92	Mon May 1 10:37:10 2017	Leverage domain join instead of trusted host for remoting.
a8adc47	Gholie	Mon May 1 10:24:01 2017	Removed all hard coded filepaths
3d14481	ebc92	Fri Apr 28 13:51:13 2017	Updated vm provisioning script & sql build.
b526f6c	ebc92	Thu Apr 27 19:25:13 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
8b9762d	Gholie	Thu Apr 27 19:15:57 2017	Last commit at end of day
4a60193	Gholie	Thu Apr 27 17:02:51 2017	Removed some windows features which are not required
e918fcc	Gholie	Thu Apr 27 16:34:22 2017	Prepared DSC Script to allow for installing all windows features
1acb6c7	Gholie	Thu Apr 27 14:59:17 2017	Added all Windows Features to DSC
62f0927	ebc92	Thu Apr 27 12:57:06 2017	Removed DSC configuration documents.
831380b	ebc92	Thu Apr 27 12:53:06 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
9677b6c	gholie	Wed Apr 26 19:52:46 2017	Fixed DSC config
5a4ae6a	Emil Claussen	Wed Apr 26 19:48:15 2017	Removed unsecure SecureString. kek
12f6020	ebc92	Wed Apr 26 18:58:14 2017	PostDeploymentScript TestScript will now return false.
cb7eb8f	ebc92	Wed Apr 26 17:49:02 2017	Deleted deprecated DSC .mof files.
f2a9c45	Gholie	Wed Apr 26 17:47:23 2017	Moved UCMA back into script, as it does not work with DSC
d68a978	ebc92	Wed Apr 26 17:45:14 2017	Updated the build version for SQL DSC deployment.
7a00e05	Gholie	Wed Apr 26 16:48:47 2017	Fixed file ending on certificate from .cert to .cer
cb947d1	Gholie	Wed Apr 26 16:45:51 2017	Added missing , to DSC script param list
1bf12e7	Gholie	Wed Apr 26 16:42:00 2017	Removed extra brace in dsc script
28c252e	Gholie	Wed Apr 26 16:33:16 2017	Removed deprecated DSC parameters
3329ba0	Gholie	Wed Apr 26 16:28:17 2017	Moved Configuration data array into exchange script
f6b07c7	Gholie	Wed Apr 26 16:05:37 2017	Added support for nodename as variable in DSC script
a24730b	Gholie	Wed Apr 26 15:58:37 2017	Fixedt typo in cert folder check
62bca6a	Gholie	Wed Apr 26 15:54:18 2017	Added check to see if certificate folder exists, and creates one if not
b7a2ba4	Gholie	Wed Apr 26 15:34:41 2017	Fixed small typo in log init
d547fa6	Gholie	Wed Apr 26 15:19:03 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
c5cfb1e	Gholie	Wed Apr 26 15:18:45 2017	Fixed small typo in log init
5bb7edc	ebc92	Wed Apr 26 15:15:55 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure into develop
c4f990a	ebc92	Wed Apr 26 15:15:41 2017	Moved SQL DSC deployment from module to script.
8de469c	Gholie	Wed Apr 26 15:04:01 2017	Small change to specify itemtype on creating logfile ine 69,
c2fb90d	Gholie	Wed Apr 26 14:41:11 2017	Removed deprecated DSC folder
9c3b3d0	gholie	Wed Apr 26 14:29:56 2017	Merge branch 'master' into develop
bc61ba1	Gholie	Wed Apr 26 13:55:20 2017	Added check to see if binaries already exist, to avoid unnecessary downloads
885b178	Gholie	Wed Apr 26 13:39:19 2017	Made small changes to how log-functions handles creating log files
06aa972	Gholie	Wed Apr 26 13:13:20 2017	Added check to see if exchange iso is already mounted
7e0259c	ebc92	Wed Apr 26 12:16:18 2017	Fixed typo in SMA-provisioning module that caused script to break.
bd54310	ebc92	Wed Apr 26 12:09:11 2017	MSSQL module now sources libs from array of libs.
e9b6400	ebc92	Wed Apr 26 11:53:14 2017	Added support for mssql remote migration.
79075a6	Gholie	Wed Apr 26 11:19:44 2017	Moved log file verification to top of script
b231afa	Gholie	Wed Apr 26 11:15:13 2017	Made script to run it all
6a72f74	Gholie	Wed Apr 26 11:07:37 2017	Changed  to LocalMachine on line 563 in New-DSCCertificate
3c07f43	Gholie	Wed Apr 26 11:00:47 2017	Moved dot sourcing of log functions after log path check
6f5d0ad	Gholie	Wed Apr 26 10:47:49 2017	Changed dot source from old DSC to new DSC
033f0f7	Gholie	Wed Apr 26 10:43:54 2017	Changed out entire DSC Script to a simplified version
665d9b6	Gholie	Tue Apr 25 20:40:23 2017	More work on certificate
8468db1	Gholie	Tue Apr 25 20:17:31 2017	More changes to creating certificate
fa64f3e	Gholie	Tue Apr 25 19:44:50 2017	Fixed error in loading certificate thumbprint
11a7fcf	Gholie	Tue Apr 25 19:17:57 2017	Changed function name from New-Certificate to New-DSCCertificate
4a8107e	Gholie	Tue Apr 25 19:12:39 2017	Got function to create certificate
b763c75	Gholie	Tue Apr 25 18:31:24 2017	Added the generation, and exporting of a certificate to encrypt credentials
541e4db	ebc92	Mon Apr 24 18:20:38 2017	MSSQL module implementation in master script.
f26218e	Gholie	Mon Apr 24 18:06:13 2017	Changed thumbprint to string
52843c2	Gholie	Mon Apr 24 18:02:44 2017	Added decrypting of PSCredentials with certificate
cf783d3	Gholie	Mon Apr 24 17:27:23 2017	Removed hotfixes from DSC, as theese are installed in an updated system
a55f98a	Gholie	Mon Apr 24 16:57:25 2017	Changed some minor settings in DSC
ecb6edd	Gholie	Mon Apr 24 16:45:33 2017	More DSC bugfixes
b557b20	Gholie	Mon Apr 24 16:27:52 2017	Small bugfixes to DSC script
23ca433	Gholie	Mon Apr 24 15:59:09 2017	Moved DSC initialization to main Exchange script
648e349	Gholie	Mon Apr 24 15:26:38 2017	Moved DSC compile from Exchange Script to DSC script
a8cc6a1	Gholie	Mon Apr 24 15:23:38 2017	Fixed  spelling error on line 303
8663808	Gholie	Mon Apr 24 15:18:41 2017	Small bugfix in DSC script at line 303, wrong backslash
4214215	ebc92	Mon Apr 24 15:09:08 2017	Added script to set trustedhost on provisioned VM.
7907901	Gholie	Mon Apr 24 14:48:13 2017	Removed some more log lines
5229c76	Gholie	Mon Apr 24 14:46:22 2017	Temporarily disabled custom logs
cb9efb2	Gholie	Mon Apr 24 14:24:32 2017	Fixed bug on line 260 where a double qoute had snuck in
691b3c1	ebc92	Mon Apr 24 13:24:57 2017	Added placeholders for service migration scripts.
7b33bbf	ebc92	Mon Apr 24 13:17:23 2017	ADDC migration script now reads variables from config file.
e50d39b	Gholie	Mon Apr 24 13:06:51 2017	more bug fixes in exchange script
31fb493	Gholie	Mon Apr 24 12:44:06 2017	more bug fixes in exchange script
0ac3854	ebc92	Mon Apr 24 12:20:08 2017	Added a configuration file for migration variables.
06a38ac	Gholie	Mon Apr 24 11:57:02 2017	Small change for DSC deploy test
c818ee7	ebc92	Mon Apr 24 11:55:10 2017	Optimization and bugfixes.
9dd1f7f	Gholie	Mon Apr 24 11:50:40 2017	Small bugfixes
f71a172	Gholie	Mon Apr 24 11:42:01 2017	Small bugfix in ExchangeDSC
0d322c0	Gholie	Mon Apr 24 11:00:38 2017	Added running of functions for testing purposes
59d2fd2	Gholie	Mon Apr 24 10:38:55 2017	Added DSC compiling, and running on target node
58ea400	ebc92	Mon Apr 24 09:52:04 2017	Added script to seize FSMO roles.
32e1cb1	Gholie	Thu Apr 20 15:52:34 2017	Added UCMA 4.0 Runtime to DSC, and removed it from script
df9efb5	ebc92	Thu Apr 20 14:22:42 2017	Improvements to functions GpoExport -and Import.
796e190	Gholie	Thu Apr 20 10:55:14 2017	Removed deprecated prereqs for Exchange 2016, moved DSC to main Exchange folder
9e7c959	ebc92	Thu Apr 20 10:15:19 2017	Added missing params to master script execution.
6dde27d	ebc92	Thu Apr 20 10:06:00 2017	Removed deprecated DSC document.
23448c2	ebc92	Thu Apr 20 10:04:03 2017	Merge branch 'develop' of https://github.com/ebc92/service-migration-azure
abc982d	ebc92	Thu Apr 20 09:57:04 2017	Fixed package architecture and cleaned up code.
99a1b48	Gholie	Wed Apr 19 15:36:54 2017	Added windows update check in DSC to ensure compitability with Exchange 2016
c2dafb5	ebc92	Wed Apr 19 14:49:57 2017	Implemented additional logging.
7ee7114	ebc92	Wed Apr 19 14:40:00 2017	Fixed the AD DSC deployment.
3961b5c	Gholie	Wed Apr 19 13:11:40 2017	Added win features to DSC, updated download links for Exchange prereqs
99be012	ebc92	Tue Apr 18 15:49:14 2017	Implemented DSC resource xComputerManagement in place of xDSCDomainJoin.
ba912ef	ebc92	Fri Apr 14 15:14:11 2017	Implemented Azure VM provisioning in Master script.
2e1cb22	ebc92	Fri Apr 14 14:29:15 2017	NIC generation now retrieves its name from the VM name.
385ad6d	ebc92	Fri Apr 14 14:16:34 2017	Removed hardcoded ip network and added param.
5bb9466	ebc92	Fri Apr 14 13:59:26 2017	Added replication to AD configuration.
54be213	ebc92	Fri Apr 14 13:48:28 2017	Additional error handling for VM provisioning.
95b7d28	ebc92	Fri Apr 14 13:40:51 2017	Made changes to AD DSC configuration.
3bcb198	Gholie	Thu Apr 13 13:58:52 2017	Added DSC Configuration, support for Exchange 2016
6a56984	ebc92	Thu Apr 13 10:31:34 2017	Added remote installating of DSC resources.
d5df44c	Administrator	Wed Apr 12 15:01:36 2017	Added DSC configuration data.
47dde60	Administrator	Wed Apr 12 15:01:03 2017	Added DSC configuration data.
021feec	ebc92	Tue Apr 11 12:59:01 2017	Started ADDC deployment implementation with DSC.
9b040a4	ebc92	Tue Apr 11 11:02:32 2017	Improved support for dot sourcing external ps1's.
e3e45e4	ebc92	Mon Apr 10 14:34:12 2017	Started refactoring.
49eb945	ebc92	Mon Apr 10 13:16:58 2017	Master script now imports modues.
c3ef69f	ebc92	Mon Apr 10 11:36:50 2017	One script to rule them all.
